hmm_regime,Bearish,Bullish,Neutral,Volatile
Bearish,0.23684210526315788,0.021052631578947368,0.22631578947368422,0.5157894736842106
Bullish,0.01177336276674025,0.6688741721854304,0.304635761589404,0.014716703458425313
Neutral,0.06332842415316642,0.5891016200294551,0.2547864506627393,0.09278350515463918
Volatile,0.17938144329896907,0.09484536082474226,0.09896907216494845,0.6268041237113402
