cluster,return_1d,return_5d,momentum_10d,momentum_20d,volatility_10d,volatility_20d,downside_vol_20d,ma_gap_20,ma_gap_50,volume_zscore,rolling_sharpe_20
0,-0.0037635704239730046,-0.014654937099394276,-0.024039135203673304,-0.03163968444205064,0.012248366441911875,0.011540562532188806,0.007623583241957992,-0.020570504249863283,-0.02377678829887705,0.6167154861443725,-0.12884310601409457
1,0.0021969790975607203,0.00958135868726596,0.017392260581470507,0.029446943076338192,0.007196468869683886,0.007879367812129591,0.004132408704501361,0.015453374251228703,0.028775125669926828,-0.2484512580095025,0.2126989650367878
2,0.0013762057717118818,-0.01037438620680601,-0.040380236765615196,-0.13421373226502106,0.0502513523165712,0.04556631386095341,0.027520042152905884,-0.05373407567407921,-0.13304423648006328,-0.16141949163912525,-0.14396968734999532
